,type,title,date,distance,time,easy,tempo,interval,long,recovery,run_category
356,running,easy run,2017-01-10 20:00:43,5.18,32:44:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
357,running,negative split 5k,2017-01-08 19:50:35,5.16,30:03:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
358,running,easy run,2017-01-06 22:21:11,5.11,33:11:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
359,running,tempo run,2017-01-04 21:41:37,5.09,26:39:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
360,running,long run,2017-01-03 16:43:54,15.5,1:33:30,FALSE,FALSE,FALSE,TRUE,FALSE,long
361,running,last run of the year 2016,2016-12-30 17:04:09,6.23,36:48:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
362,running,easy run  with stomachache,2016-12-28 16:59:15,5.22,35:41:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
363,running,30 min. recovery run,2016-12-26 17:37:04,3.81,30:07:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
364,running,long run,2016-12-25 16:14:00,30.13,3:26:04,FALSE,FALSE,FALSE,TRUE,FALSE,long
365,running,easy run,2016-12-22 20:02:24,5.12,39:17:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
366,running,tempo  run,2016-12-21 18:30:34,5.14,24:59:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
367,running,easy run,2016-12-20 19:43:01,5.14,29:41:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
368,running,easy tempo run,2016-12-18 17:33:58,5.04,25:47:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
369,running,easy run,2016-12-18 16:07:15,5.03,27:49:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
370,running,tempo run,2016-12-16 18:21:36,5.1,24:40:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
371,running,easy run,2016-12-14 21:58:28,5.15,32:27:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
372,running,recovery run,2016-12-12 21:18:06,5.26,34:48:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
373,running,long run 2,2016-12-11 18:09:41,10.12,1:07:38,FALSE,FALSE,FALSE,TRUE,FALSE,run
374,running,long run 1,2016-12-11 16:13:39,15.2,1:43:48,FALSE,FALSE,FALSE,TRUE,FALSE,long
375,running,easy run,2016-12-10 18:17:09,5.28,29:43:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
376,running,easy run,2016-12-08 16:49:06,5.08,33:28:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
377,running,1k sprint with 4k easy run,2016-12-07 22:52:59,5.1,29:22:00,TRUE,FALSE,FALSE,FALSE,FALSE,run
378,running,easy running,2016-12-06 20:05:17,10.19,1:03:15,TRUE,FALSE,FALSE,FALSE,FALSE,easy
379,running,easy 5k after sick day,2016-12-05 17:13:57,5.24,41:44:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
380,running,easy run,2016-12-02 22:37:23,7.12,43:51:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
381,running,cool down 1k,2016-12-01 18:38:49,1.09,7:57.2,FALSE,FALSE,FALSE,FALSE,FALSE,run
382,running,tempo run,2016-12-01 18:11:08,5.07,26:08:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
383,running,easy run,2016-11-29 16:44:27,5.3,31:43:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
384,running,nan marathon 2016 (half),2016-11-27 4:59:36,21.64,1:50:21,FALSE,FALSE,FALSE,TRUE,FALSE,race
385,running,easy running (bad gps again),2016-11-24 23:21:07,5.02,29:33:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
386,running,tempo run ( bad gps ),2016-11-23 16:36:22,10.02,56:16:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
387,running,sai mai running,2016-11-21 17:55:06,5.12,29:36:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
388,running,easy running,2016-11-19 17:12:08,5.15,31:52:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
389,running,easy run,2016-11-18 17:46:45,5.21,33:00:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
390,running,tempo run,2016-11-18 16:22:10,10.15,54:29:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
391,running,easy run,2016-11-15 18:38:20,5.5,35:14:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
392,running,easy running,2016-11-13 17:05:02,2.32,19:17,TRUE,FALSE,FALSE,FALSE,FALSE,easy
393,running,2k time trial,2016-11-13 16:51:56,2.37,10:14,FALSE,FALSE,FALSE,FALSE,FALSE,run
394,running,warm up run,2016-11-13 16:38:43,1.27,10:15,FALSE,FALSE,FALSE,FALSE,FALSE,run
395,running,easy,2016-11-11 18:50:55,7.9,45:48:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
396,running,4k  easy 1k pick up,2016-11-10 18:46:23,5.2,28:09:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
397,running,recovery run,2016-11-09 17:58:38,5.2,39:42:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
398,running,11k easy run,2016-11-08 17:27:09,11.1,1:04:44,TRUE,FALSE,FALSE,FALSE,FALSE,easy
399,running,10k tempo 1,2016-11-08 16:11:20,10.1,55:17:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
400,running,easy run 3,2016-11-05 16:36:24,2.5,15:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
401,running,easy run 2,2016-11-05 16:20:53,1,7:19,TRUE,FALSE,FALSE,FALSE,FALSE,easy
402,running,easy run 1,2016-11-05 15:36:54,6.6,39:48:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
403,running,negative split tempo run,2016-11-03 17:33:03,10.1,1:00:31,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
404,running,recovery run,2016-11-01 9:21:17,3.7,30:30:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
405,running,long running,2016-10-31 14:08:17,25.3,2:47:52,FALSE,FALSE,FALSE,TRUE,FALSE,long
406,running,barefoot easy running,2016-10-28 18:08:01,7.6,55:05:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
407,running,easy running,2016-10-24 16:36:49,5.1,32:20:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
408,cycling,first time 3rollers,2016-10-23 23:54:08,2.54,10:16,FALSE,FALSE,FALSE,FALSE,FALSE,
409,running,easy running,2016-10-22 17:06:07,5,30:06:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
410,running,easy run + pick up 1k,2016-10-21 23:27:32,5.02,28:57:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
411,cycling,easy trainer cycling,2016-10-19 21:47:32,13.5,20:03,TRUE,FALSE,FALSE,FALSE,FALSE,easy
412,running,interval 400/400m running,2016-10-18 17:35:40,8.8,57:32:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
413,cycling,first 40k indoor cycling,2016-10-16 23:05:51,40.2,54:22:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
414,running,easy running,2016-10-14 22:25:31,10.3,1:05:50,TRUE,FALSE,FALSE,FALSE,FALSE,easy
415,cycling,sprinting test cycling,2016-10-13 12:05:28,22.18,30:11:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
416,running,easy running,2016-10-09 16:44:00,10.07,57:32:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
417,running,เป็นลม running,2016-10-09 15:32:36,2.49,17:43,FALSE,FALSE,FALSE,FALSE,FALSE,run
418,cycling,indoor cycling,2016-10-08 20:46:00,21.55,30:18:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
419,cycling,indoor cycling,2016-10-05 18:07:06,24.46,30:23:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
420,cycling,indoor cycling,2016-10-03 20:07:00,21.12,30:26:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
421,running,tempo 3k running,2016-10-02 21:33:18,5.18,26:37:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
422,indoor_cycling,indoor cycling,2016-09-30 15:54:29,25.02,32:01:00,FALSE,FALSE,FALSE,TRUE,FALSE,long
423,cycling,bang khen cycling,2016-09-29 23:43:09,2.43,9:47.7,FALSE,FALSE,FALSE,FALSE,FALSE,
424,running,easy long running,2016-09-28 17:00:34,10.15,1:04:35,TRUE,FALSE,FALSE,TRUE,FALSE,long
425,indoor_cycling,indoor cycling,2016-09-27 13:08:15,13.45,18:20,FALSE,FALSE,FALSE,FALSE,FALSE,
426,cycling,test cycling,2016-09-25 20:33:39,2.38,15:07,FALSE,FALSE,FALSE,FALSE,FALSE,
427,running,interval 800m/1min,2016-09-23 18:02:35,6.05,33:29:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
428,running,easy running,2016-09-22 22:10:30,5.04,28:50:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
429,indoor_cycling,indoor cycling,2016-09-21 18:02:07,0,30:03:00,FALSE,FALSE,FALSE,FALSE,FALSE,
430,indoor_cycling,indoor cycling,2016-09-20 15:59:22,0,16:31,FALSE,FALSE,FALSE,FALSE,FALSE,
431,running,speed play running,2016-09-17 17:45:42,6.71,46:32:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
432,running,long running,2016-09-14 16:53:44,15.24,1:43:07,FALSE,FALSE,FALSE,TRUE,FALSE,long
433,running,easy tempo running,2016-09-10 20:30:18,10.43,58:56:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
434,running,easy running,2016-09-08 17:13:31,7.56,45:28:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
435,running,easy running,2016-09-07 17:53:45,5.04,30:34:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
436,running,คัน เลิกวิ่ง running,2016-09-04 6:31:40,2.77,15:46,FALSE,FALSE,FALSE,FALSE,FALSE,run
437,running,hard tempo running,2016-09-02 20:47:50,5.34,27:40:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
438,running,tempo running,2016-08-29 21:47:34,8.25,43:26:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
439,running,pokémon running,2016-08-27 18:44:12,7.5,52:15:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
440,running,easy running,2016-08-25 19:24:34,3.09,21:42,TRUE,FALSE,FALSE,FALSE,FALSE,easy
441,running,tempo running,2016-08-21 18:10:01,5.07,25:31:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
442,running,sai mai running,2016-08-12 21:19:15,10.37,1:02:24,FALSE,FALSE,FALSE,FALSE,FALSE,run
443,running,easy running,2016-08-10 22:15:13,5.25,33:36:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
444,running,pokemon running,2016-08-08 19:29:48,5.05,43:15:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
445,running,tempo easy running,2016-08-04 20:31:31,5.25,29:24:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
446,running,tempo running,2016-08-01 21:51:03,5.02,26:54:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
447,running,easy running,2016-07-30 17:33:39,5.06,32:49:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
448,running,easy tempo running,2016-07-26 17:41:20,5.04,28:49:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
449,running,active run nakhonnayok 2016,2016-07-24 5:31:47,20.87,1:56:08,FALSE,FALSE,FALSE,TRUE,FALSE,race
450,running,easy running,2016-07-21 22:28:47,5.11,32:28:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
451,elliptical,other,2016-07-20 22:10:45,0,31:15:00,FALSE,FALSE,FALSE,FALSE,FALSE,
452,running,recovery running,2016-07-19 18:34:33,3.83,31:22:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
453,running,pattaya marathon 2016 (half),2016-07-17 5:23:30,21.6,2:02:35,FALSE,FALSE,FALSE,TRUE,FALSE,race
454,running,interval 200/200m,2016-07-15 19:29:41,6.05,36:40:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
455,running,tempo running,2016-07-14 18:15:57,10.14,57:40:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
456,running,tempo + speed running,2016-07-11 21:26:06,5.02,27:35:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
457,running,7.5k tempo running,2016-07-08 18:01:18,7.63,46:22:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
458,running,test tempo running,2016-07-06 21:50:18,5.2,29:53:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
459,running,recovery running 3,2016-07-04 23:27:00,5.04,29:16:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
460,running,recovery running 2,2016-07-02 22:40:37,5.07,30:19:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
461,running,recovery running,2016-06-29 16:43:32,4.63,31:01:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
462,running,sukhothai marathon 2016,2016-06-26 4:00:00,42.22,4:18:21,FALSE,FALSE,FALSE,TRUE,FALSE,race
463,elliptical,1hour elliptical,2016-06-22 23:04:42,0,1:00:38,FALSE,FALSE,FALSE,FALSE,FALSE,
464,running,easy running เจ็บหลัง,2016-06-19 22:27:14,5.21,32:16:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
465,running,easy running,2016-06-16 17:45:01,5.09,32:54:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
466,running,long run 30k,2016-06-13 0:00:04,30.03,2:51:25,FALSE,FALSE,FALSE,TRUE,FALSE,long
467,running,easy running,2016-06-11 16:16:48,2.55,14:26,TRUE,FALSE,FALSE,FALSE,FALSE,easy
468,running,easy running,2016-06-11 15:43:05,5.07,26:54:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
469,running,tempo running,2016-06-09 21:38:47,10.01,55:17:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
470,running,sai mai running,2016-06-08 20:38:37,5.03,28:57:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
471,running,recovery running,2016-06-07 18:33:18,5.21,31:12:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
472,running,garmin blue run 2016,2016-06-05 5:15:35,20.84,1:50:44,FALSE,FALSE,FALSE,TRUE,FALSE,race
473,running,global running day tempo,2016-06-01 17:25:06,5.05,26:11:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
474,running,easy running,2016-05-31 21:04:36,5.02,28:22:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
475,running,tempo running,2016-05-30 20:49:56,5.21,28:28:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
476,running,tempo running,2016-05-28 17:25:05,7.58,40:32:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
477,running,tempo running,2016-05-28 17:04:25,2.54,12:41,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
478,running,interval 400/400 x5,2016-05-26 16:43:26,5.92,35:39:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
479,running,easy tempo running,2016-05-24 21:32:04,5.15,30:16:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
480,running,singha bangkok 21k 2016,2016-05-22 5:32:47,21.47,1:54:27,FALSE,FALSE,FALSE,TRUE,FALSE,race
481,elliptical,เครื่องเดินวงรี,2016-05-20 21:57:29,0,30:56:00,FALSE,FALSE,FALSE,FALSE,FALSE,
482,running,วิ่งแล้วคัน,2016-05-18 7:42:22,1.82,12:30,FALSE,FALSE,FALSE,FALSE,FALSE,run
483,running,unite to end tb walk and run 2016,2016-05-15 5:59:38,10.02,48:06:00,FALSE,FALSE,FALSE,FALSE,FALSE,race
484,running,easy running,2016-05-13 18:17:57,5.11,36:59:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
485,running,tempo running,2016-05-11 21:34:48,5.17,29:04:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
486,running,tempo running,2016-05-10 21:27:32,5.24,29:50:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
487,running,bang khen running,2016-05-09 21:19:33,5.07,32:28:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
488,running,10k time trial running,2016-05-07 17:19:16,10.12,50:11:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
489,running,pattaya beach running,2016-05-05 20:54:43,5.24,31:39:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
490,running,pattaya easy running,2016-05-03 21:52:34,5.77,37:56:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
491,running,pattaya tempo running,2016-05-02 21:25:53,5.29,30:42:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
492,running,tempo running,2016-05-01 18:22:56,10.35,59:52:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
493,running,easy running,2016-04-29 18:34:11,5.07,33:18:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
494,running,easy running,2016-04-28 20:03:09,5.02,31:53:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
495,running,pattaya easy running,2016-04-26 20:39:07,5.33,31:51:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
496,running,tu walk and run 2016,2016-04-24 5:29:58,12.2,1:02:15,FALSE,FALSE,FALSE,FALSE,FALSE,race
497,running,easy tempo running,2016-04-21 18:30:58,5.09,29:07:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
498,running,5k time trial,2016-04-18 23:31:15,5.16,24:59:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
499,running,long running,2016-04-15 20:28:30,21.01,2:11:11,FALSE,FALSE,FALSE,TRUE,FALSE,long
500,running,easy running,2016-04-13 22:35:25,10.25,1:08:17,TRUE,FALSE,FALSE,FALSE,FALSE,easy
501,running,negative split tempo,2016-04-11 22:50:15,10.12,58:16:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
502,running,easy tempo running,2016-04-10 23:16:38,5.38,34:21:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
503,running,easy running,2016-04-09 23:23:17,5.49,35:04:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
504,running,long running,2016-04-07 21:37:03,21.02,2:25:22,FALSE,FALSE,FALSE,TRUE,FALSE,long
505,running,easy running,2016-04-05 21:22:05,10.6,1:13:11,TRUE,FALSE,FALSE,FALSE,FALSE,easy
506,running,interval 240m/240m x 7,2016-04-04 21:21:18,7.04,47:42:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
507,running,easy running,2016-04-03 6:10:44,10.48,1:09:36,TRUE,FALSE,FALSE,FALSE,FALSE,easy
508,running,easy tempo  running,2016-04-01 18:44:17,5.08,29:59:00,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
509,running,tempo running,2016-03-31 16:12:08,10.23,1:05:26,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
510,running,easy running,2016-03-27 17:43:50,12.65,1:25:32,TRUE,FALSE,FALSE,FALSE,FALSE,easy
511,walking,walk2,2016-03-25 22:19:36,1.71,22:36,FALSE,FALSE,FALSE,FALSE,FALSE,
512,walking,walk1,2016-03-25 21:50:01,0.97,12:55,FALSE,FALSE,FALSE,FALSE,FALSE,
513,running,tempo ไม่ถึงเป้า long run,2016-03-24 16:06:15,12.68,1:24:41,FALSE,TRUE,FALSE,TRUE,FALSE,tempo
514,elliptical,เครื่องเดินวงรึ,2016-03-22 19:54:11,0,35:01:00,FALSE,FALSE,FALSE,FALSE,FALSE,
515,running,easy running,2016-03-21 17:25:06,10.14,1:08:57,TRUE,FALSE,FALSE,FALSE,FALSE,easy
516,running,tempo running,2016-03-20 20:07:59,5.16,33:27:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
517,running,recovery running,2016-03-19 20:48:55,5.08,41:55:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
518,running,long running,2016-03-17 16:56:11,30.19,3:45:45,FALSE,FALSE,FALSE,TRUE,FALSE,long
519,running,easy running,2016-03-16 18:08:39,10.05,1:19:05,TRUE,FALSE,FALSE,FALSE,FALSE,easy
520,running,recovery running,2016-03-15 18:04:26,7.63,53:18:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
521,running,hiv run 2016,2016-03-13 5:41:28,7.63,35:23:00,FALSE,FALSE,FALSE,FALSE,FALSE,race
522,running,interval 400m rest 1min x 8,2016-03-11 20:13:40,6.78,42:55:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
523,running,tempo running,2016-03-10 17:27:09,10.17,1:03:34,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
524,walking,walking,2016-03-08 21:03:41,0.22,13:07,FALSE,FALSE,FALSE,FALSE,FALSE,
525,walking,เดินขึ้นลงบันได,2016-03-07 20:31:22,0,30:01:00,FALSE,FALSE,FALSE,FALSE,FALSE,
526,running,pattaya easy running,2016-03-06 20:21:14,11.11,1:14:24,TRUE,FALSE,FALSE,FALSE,FALSE,easy
527,running,easy running,2016-03-05 18:31:43,10.11,1:16:35,TRUE,FALSE,FALSE,FALSE,FALSE,easy
528,running,easy running,2016-03-04 21:24:06,10.21,1:09:35,TRUE,FALSE,FALSE,FALSE,FALSE,easy
529,running,easy running,2016-03-02 8:36:28,5.09,35:49:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
530,running,recovery running,2016-02-29 17:43:59,6.22,49:49:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
531,running,pat rungsit mini-half marathon 2nd,2016-02-28 4:32:21,23.45,2:01:13,FALSE,FALSE,FALSE,TRUE,FALSE,race
532,running,easy tempo running,2016-02-26 17:25:51,10.12,1:05:32,TRUE,TRUE,FALSE,FALSE,FALSE,tempo
533,running,easy running 2,2016-02-25 22:45:50,4.08,30:48:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
534,running,easy running 1,2016-02-25 21:56:24,5.99,48:00:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
535,running,recovery running,2016-02-24 19:07:51,4.15,34:39:00,FALSE,FALSE,FALSE,FALSE,TRUE,recovery
536,running,long running,2016-02-22 15:33:15,30.6,3:38:55,FALSE,FALSE,FALSE,TRUE,FALSE,long
537,running,tempo running,2016-02-21 16:30:31,6.01,36:09:00,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
538,running,rocovery running,2016-02-19 18:22:36,5.15,42:35:00,FALSE,FALSE,FALSE,FALSE,FALSE,recovery
539,running,800x5 interval running,2016-02-18 17:55:03,7.25,45:37:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
540,running,bang khen running,2016-02-15 16:59:37,5.01,33:24:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
541,running,a+charity running,2016-02-14 6:03:47,9.14,44:40:00,FALSE,FALSE,FALSE,FALSE,FALSE,race
542,running,bang rak running,2016-02-12 16:51:49,21.27,2:34:42,FALSE,FALSE,FALSE,TRUE,FALSE,long
543,other,เครื่องเดินวงรี,2016-02-11 21:40:00,4,31:39:00,FALSE,FALSE,FALSE,FALSE,FALSE,
544,running,800x4 interval running,2016-02-10 19:46:46,5.83,34:28:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
545,running,easy running,2016-02-09 22:14:13,5.05,37:07:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
546,other,other,2016-02-08 15:43:38,0,1:13.7,FALSE,FALSE,FALSE,FALSE,FALSE,
547,running,bang khen running,2016-02-07 21:24:17,10.22,1:02:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
548,running,bang rak running,2016-02-05 15:56:55,30.49,3:29:42,FALSE,FALSE,FALSE,TRUE,FALSE,long
549,running,sai mai running,2016-02-03 20:17:28,5.05,43:29:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
550,running,bang rak running,2016-02-01 17:17:52,4.03,31:43:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
551,running,bitec half marathon 2016,2016-01-31 4:59:06,21.56,2:01:27,FALSE,FALSE,FALSE,TRUE,FALSE,race
552,running,bang khen running,2016-01-29 20:12:10,5.06,38:20:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
553,running,bang rak running,2016-01-26 18:14:01,5.06,26:41:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
554,running,bang rak running,2016-01-26 17:48:37,5.04,23:33,FALSE,FALSE,FALSE,FALSE,FALSE,run
555,running,bang rak running,2016-01-25 16:51:28,21.14,2:22:16,FALSE,FALSE,FALSE,TRUE,FALSE,long
556,running,interval 1min,2016-01-24 20:18:30,6.47,42:00:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
557,running,sai mai running,2016-01-21 16:59:47,10.22,1:08:51,FALSE,FALSE,FALSE,FALSE,FALSE,run
558,running,bang khen running,2016-01-19 17:19:07,3.46,30:13:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
559,running,sai mai running,2016-01-18 8:17:16,4.02,30:04:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
560,running,chom bung marathon 2016,2016-01-17 4:02:41,42.57,4:25:48,FALSE,FALSE,FALSE,TRUE,FALSE,race
561,running,bang khen running,2016-01-15 16:23:40,5.63,38:11:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
562,running,easy running,2016-01-12 21:34:43,5.14,35:52:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
563,running,bang rak running,2016-01-10 16:29:39,21.08,2:33:29,FALSE,FALSE,FALSE,TRUE,FALSE,long
564,running,lumphini easy running,2016-01-07 17:31:20,10.19,1:05:26,TRUE,FALSE,FALSE,FALSE,FALSE,easy
565,running,lumphini 30k running,2016-01-05 16:08:51,30.65,3:30:30,FALSE,FALSE,FALSE,TRUE,FALSE,long
566,running,bang rak running,2016-01-03 18:04:39,10.16,1:02:46,FALSE,FALSE,FALSE,FALSE,FALSE,run
567,running,new year running2,2016-01-01 1:01:40,3.96,30:25:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
568,running,new year running1,2015-12-31 23:07:28,6.07,46:21:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
569,running,bangkok noi running,2015-12-27 20:28:59,5.91,42:45:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
570,running,ding daeng running,2015-12-27 19:45:06,6.11,39:58:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
571,running,interval running,2015-12-25 17:29:20,8.8,52:33:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
572,running,lumphini easy running,2015-12-22 16:50:39,10.06,1:10:13,TRUE,FALSE,FALSE,FALSE,FALSE,easy
573,running,muang-thai  chiang mai marathon,2015-12-20 4:59:07,21.46,1:56:02,FALSE,FALSE,FALSE,TRUE,FALSE,race
574,running,angkhang running,2015-12-16 17:49:45,6.45,36:35:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
575,running,doi suthep chiang mai run,2015-12-15 7:26:55,10.07,1:22:14,FALSE,FALSE,FALSE,FALSE,FALSE,run
576,running,home interval running,2015-12-12 18:15:38,4.02,30:03:00,FALSE,FALSE,TRUE,FALSE,FALSE,interval
577,running,no carb long running,2015-12-09 16:17:57,21.06,2:31:32,FALSE,FALSE,FALSE,TRUE,FALSE,long
578,running,lumphini tempo running,2015-12-07 16:57:16,10.04,1:02:49,FALSE,TRUE,FALSE,FALSE,FALSE,tempo
579,running,bang su running,2015-12-06 18:00:49,5.23,29:50:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
580,running,bang su running,2015-12-06 17:32:17,5.28,27:49:00,FALSE,FALSE,FALSE,FALSE,FALSE,run
581,running,easy running,2015-12-02 20:46:50,7.63,51:21:00,TRUE,FALSE,FALSE,FALSE,FALSE,easy
582,running,long running,2015-12-01 15:55:08,21.09,2:26:16,FALSE,FALSE,FALSE,TRUE,FALSE,long
